roll_number,department,credit,course_name,course_type,grade
881983,MA,6,EE276,minor,BB
608522,EC,3,CH958,flexible_elective,AA
907454,CSE,6,CE107,alc,CC
581858,MA,4,CH712,minor,CC
845623,EE,3,MA686,department_elective,CC
283796,ME,4,ME647,core,AP
461971,CE,4,CSE463,alc,BB
144528,ME,8,MA291,alc,AB
841365,MA,3,MA924,honours,AP
721490,EP,3,EP276,core,AB
970791,MA,8,MA666,honours,CC
750259,MM,6,CH444,alc,BC
847809,IE,8,ME521,minor,AB
461971,CE,8,CH846,flexible_elective,AA
521087,CSE,3,CSE957,honours,AA
973158,EE,4,IE938,flexible_elective,AB
379479,MA,4,MA868,honours,BC
364146,MA,3,MA507,honours,AB
597353,CSE,6,IE388,alc,AP
391848,ME,6,MM666,hasmed_elective,CC
500658,CE,3,CE361,flexible_elective,AP
871746,IE,6,EP913,hasmed_elective,AB
787967,EC,8,EP347,flexible_elective,AB
329535,EC,8,CE503,flexible_elective,BC
970791,MA,8,EC956,flexible_elective,BB
971123,MA,4,CSE647,department_elective,CC
362471,EE,8,EE257,core,CC
391848,ME,3,EE286,minor,AA
773982,EE,4,CSE777,minor,CC
458200,EC,6,MA900,minor,BB
270007,IE,8,EP706,hasmed_elective,BB
834515,MA,4,MA172,honours,AP
750259,MM,4,MM242,core,AP
597353,CSE,4,EC975,minor,BB
207443,ME,4,MA526,hasmed_elective,BB
327122,MM,4,MM312,honours,AP
781075,CE,8,CE202,core,BC
888886,CE,4,MM999,department_elective,BB
955757,MM,6,CSE732,flexible_elective,BB
124663,EE,3,EC205,department_elective,BC
613401,CE,4,CSE408,hasmed_elective,BC
782129,MA,8,MA640,honours,AP
572815,CSE,4,EE176,flexible_elective,BB
841365,MA,8,ME174,department_elective,CC
998293,ME,8,CH312,minor,AP
582912,CH,6,CH130,honours,CC
391848,ME,6,ME666,core,BC
500658,CE,3,EE833,department_elective,BC
270007,IE,3,CH142,hasmed_elective,BC
534763,MA,6,MA719,department_elective,AB
851029,CSE,4,CSE416,honours,AB
381526,CE,4,EE687,minor,CC
703403,EC,3,CE656,minor,BB
581065,EP,4,CH872,department_elective,CC
461584,EE,4,ME149,department_elective,AA
847809,IE,4,CH511,minor,AA
871746,IE,6,EP321,department_elective,BC
995208,ME,3,MM954,hasmed_elective,AA
199713,EE,4,MM698,department_elective,CC
995208,ME,8,ME951,core,AB
773982,EE,3,EE885,honours,BB
310604,EE,8,EC816,department_elective,AA
388969,CSE,8,CSE249,honours,BB
836881,MM,8,MA625,department_elective,CC
329535,EC,8,MA593,minor,BB
836881,MM,4,EE871,minor,AP
788020,CE,3,CE298,core,AP
993835,CE,4,IE164,flexible_elective,BC
208100,EE,8,EE445,core,AB
881983,MA,8,MA125,honours,AA
138296,MM,8,IE539,department_elective,AA
681499,CH,3,CH183,honours,BC
628849,MA,8,EC157,minor,CC
388969,CSE,8,EP961,minor,BB
310604,EE,6,EE861,flexible_elective,AB
692318,CSE,8,CSE628,honours,AB
150503,CH,4,CH994,hasmed_elective,AA
888886,CE,3,MM765,minor,BC
199713,EE,3,EE856,department_elective,AB
733782,CH,6,CH754,honours,BC
379479,MA,4,MA586,honours,AB
960395,EE,8,EC338,hasmed_elective,AA
597353,CSE,6,CSE168,core,CC
847809,IE,4,MA807,department_elective,BC
681499,CH,6,IE864,hasmed_elective,CC
458200,EC,6,EC912,core,AB
379479,MA,3,IE386,flexible_elective,AA
159438,EE,4,IE120,minor,BC
144528,ME,8,EE197,flexible_elective,AP
981238,MM,3,IE402,minor,BB
500658,CE,8,EP758,alc,AP
871746,IE,4,IE280,core,BB
521087,CSE,8,CSE162,honours,AB
995208,ME,3,MM545,minor,AP
970791,MA,4,MA703,core,AP
998293,ME,8,ME122,core,AP
310604,EE,6,EE955,honours,AP
613401,CE,4,MA496,minor,AP
981238,MM,6,EP517,alc,BB
589528,EE,8,MA622,alc,AP
721490,EP,6,EP730,core,AA
329535,EC,6,EC259,core,BB
461971,CE,8,MA837,department_elective,BB
781075,CE,6,MA733,minor,AB
270007,IE,3,EE977,hasmed_elective,BC
589528,EE,8,EC136,flexible_elective,AB
581065,EP,3,EP104,core,CC
358405,MA,4,MA248,core,AP
973158,EE,3,MA267,minor,BB
500658,CE,8,CE293,core,AP
781075,CE,4,EC936,minor,BB
145372,EP,4,MA383,department_elective,BB
145372,EP,4,EP485,core,AP
344265,CSE,3,ME539,hasmed_elective,AP
879634,EP,8,MM809,alc,BB
159438,EE,4,IE396,flexible_elective,BB
692318,CSE,8,CSE574,honours,AP
733782,CH,3,EC274,flexible_elective,CC
381526,CE,3,EE329,flexible_elective,BB
928288,CSE,4,CSE998,core,AB
388969,CSE,4,CSE139,honours,AP
358405,MA,6,MA687,honours,AB
998293,ME,4,MA337,minor,AP
773982,EE,6,EE741,core,BB
836431,EE,4,EE603,honours,AA
207443,ME,8,ME465,core,AA
981238,MM,4,MM229,core,AB
907454,CSE,3,CH902,hasmed_elective,AB
301135,IE,6,MA445,minor,AB
613401,CE,3,CE394,core,AP
845623,EE,6,EE985,hasmed_elective,AA
270007,IE,8,ME771,flexible_elective,BB
144528,ME,3,ME186,honours,AA
589528,EE,4,ME691,flexible_elective,AP
534763,MA,8,MM244,alc,BC
775967,EC,3,CH177,flexible_elective,BC
143142,CSE,3,IE714,department_elective,AB
500658,CE,6,ME879,minor,AB
194063,EP,8,CSE811,flexible_elective,CC
582912,CH,4,CH299,core,AA
907454,CSE,6,CSE377,honours,AB
608952,EP,3,EP731,department_elective,CC
733782,CH,4,CE465,flexible_elective,BC
973158,EE,3,EP169,minor,BC
960395,EE,3,MA876,minor,AP
145372,EP,3,ME379,hasmed_elective,AB
517837,CH,6,IE101,flexible_elective,AP
283796,ME,8,CSE488,alc,AB
327122,MM,8,MA474,hasmed_elective,BB
534763,MA,8,EP606,hasmed_elective,BC
836431,EE,8,IE441,hasmed_elective,CC
199713,EE,6,EE153,core,CC
124663,EE,4,ME114,flexible_elective,CC
581858,MA,8,CE913,department_elective,CC
870642,MM,6,CH949,alc,BC
143142,CSE,6,CE125,alc,BB
787967,EC,3,ME528,flexible_elective,CC
388969,CSE,8,CSE821,core,BB
478606,CE,4,CE685,honours,AB
834515,MA,6,CH124,flexible_elective,AP
143856,CE,4,MM321,minor,AP
194063,EP,4,EP533,honours,BC
327122,MM,4,ME662,alc,CC
571782,ME,4,ME802,honours,AP
628849,MA,6,CSE944,department_elective,BC
488661,EE,6,IE571,department_elective,BC
329535,EC,3,CH388,hasmed_elective,AB
379479,MA,3,MM302,hasmed_elective,BC
788020,CE,3,CE239,core,BC
458200,EC,8,EC288,core,AA
721490,EP,4,EP132,core,BB
960395,EE,6,CE360,alc,AA
465496,MA,6,MA906,honours,CC
143856,CE,6,EE908,alc,BB
703403,EC,8,ME272,minor,BC
955757,MM,3,MM340,honours,AA
716985,MM,8,ME782,alc,AP
871746,IE,4,EE334,alc,BB
358405,MA,8,CH628,department_elective,BB
907454,CSE,8,EP165,hasmed_elective,AP
138296,MM,4,CSE352,department_elective,BC
810863,CE,4,CE400,core,AA
773982,EE,6,EE535,honours,BC
282482,MM,3,MM438,core,AB
461584,EE,8,CH519,minor,BC
733782,CH,8,MA312,flexible_elective,AB
488661,EE,6,CH172,hasmed_elective,CC
870642,MM,4,MA869,minor,AB
521087,CSE,6,EE488,alc,BC
881983,MA,4,MA574,honours,AB
888886,CE,4,CE774,department_elective,AB
998293,ME,8,EC446,department_elective,CC
928288,CSE,3,MA158,hasmed_elective,BC
488661,EE,4,MA447,minor,BB
718510,EP,8,MA881,department_elective,BB
973158,EE,6,MA450,department_elective,AP
608952,EP,6,IE883,department_elective,AB
500658,CE,8,CE951,core,BC
788020,CE,8,IE536,minor,BB
282482,MM,6,EP564,flexible_elective,AA
630568,EP,6,EC705,department_elective,CC
485484,MM,3,EC113,hasmed_elective,BB
993835,CE,8,ME680,flexible_elective,AB
680096,CH,3,EE851,department_elective,BC
362471,EE,3,EE607,hasmed_elective,AP
379479,MA,3,MA637,core,BB
482623,IE,8,CSE204,minor,BB
488661,EE,6,EE712,core,CC
847809,IE,3,EP234,department_elective,AP
329535,EC,3,CSE709,flexible_elective,BC
327122,MM,8,EC173,department_elective,AP
787967,EC,3,CE323,hasmed_elective,BC
362471,EE,8,CSE966,flexible_elective,CC
630568,EP,4,ME670,department_elective,AA
581858,MA,3,MA106,core,AP
327122,MM,8,CSE597,flexible_elective,CC
379479,MA,4,IE947,flexible_elective,AA
680096,CH,4,CH758,honours,BC
379479,MA,8,EC767,hasmed_elective,BB
970791,MA,8,MA724,honours,AP
199713,EE,6,EE120,core,AA
851029,CSE,8,MM700,minor,BB
703403,EC,8,EE173,alc,AA
581858,MA,3,MA211,core,AP
388969,CSE,4,EP609,flexible_elective,AB
327122,MM,8,EE400,hasmed_elective,BB
138296,MM,3,EE236,alc,AA
888886,CE,4,CE165,core,BC
500658,CE,6,CE498,core,AB
388969,CSE,4,CSE708,core,CC
581858,MA,4,EE171,flexible_elective,AA
144528,ME,8,EE434,hasmed_elective,BC
582912,CH,3,CH721,honours,AA
781075,CE,4,EC450,department_elective,BB
283796,ME,4,CE956,alc,AP
461971,CE,3,CH146,alc,BB
488661,EE,3,EP780,minor,AA
180828,CSE,3,EE281,flexible_elective,AB
781075,CE,4,CE106,honours,BB
391848,ME,3,EC328,department_elective,AP
721490,EP,3,EP174,core,BB
500658,CE,3,MA900,minor,AP
973158,EE,3,CSE816,minor,BC
628849,MA,4,CSE229,hasmed_elective,BB
301135,IE,4,MA555,flexible_elective,BC
680096,CH,8,CH325,honours,AB
888886,CE,4,EC870,hasmed_elective,BC
500658,CE,3,ME945,alc,AP
851029,CSE,6,CSE105,core,AB
970791,MA,3,EP473,hasmed_elective,BC
613401,CE,8,EP445,hasmed_elective,AB
582912,CH,3,CH764,honours,AB
993835,CE,6,EE681,department_elective,AB
388969,CSE,4,IE591,department_elective,BC
773982,EE,4,MA527,minor,AA
836881,MM,6,EP287,minor,AA
981238,MM,6,MM354,department_elective,BC
888886,CE,6,IE245,minor,BB
608952,EP,4,CE599,hasmed_elective,BC
358405,MA,8,MA366,core,AB
581858,MA,4,MA944,core,AB
485484,MM,3,IE546,minor,AA
836881,MM,8,EP777,minor,AA
626000,EC,3,CH677,minor,AA
461584,EE,3,CSE284,alc,BC
836431,EE,6,EE970,honours,AA
588946,MA,4,MM787,flexible_elective,AP
782129,MA,6,ME429,alc,BC
388969,CSE,6,EC186,alc,CC
998293,ME,6,EC573,department_elective,AB
159438,EE,4,CH950,alc,AP
981238,MM,4,MM770,core,AB
973158,EE,4,EE817,honours,BB
588946,MA,3,CH556,hasmed_elective,BC
199713,EE,4,EE103,honours,AP
488661,EE,4,ME806,hasmed_elective,BC
203200,CH,3,EC381,hasmed_elective,AA
851029,CSE,3,EC990,hasmed_elective,AA
203200,CH,6,CH878,honours,CC
588946,MA,4,MM457,department_elective,AP
143142,CSE,3,ME731,alc,AB
521087,CSE,6,CSE714,core,AB
960395,EE,6,EE336,honours,CC
572815,CSE,4,CSE211,honours,AP
608952,EP,6,EP124,honours,BB
208100,EE,4,IE268,department_elective,BB
841365,MA,8,CE701,hasmed_elective,AA
144528,ME,4,ME984,honours,CC
775967,EC,4,CSE897,department_elective,AP
773982,EE,8,EC916,hasmed_elective,BB
881983,MA,6,ME976,hasmed_elective,AA
721490,EP,6,EP165,honours,CC
329535,EC,6,ME622,flexible_elective,AP
626000,EC,6,CSE669,flexible_elective,BC
265922,EP,3,CSE800,minor,BB
630568,EP,6,EP323,honours,AB
138296,MM,6,MM651,flexible_elective,CC
143142,CSE,4,MA939,hasmed_elective,AP
358405,MA,4,ME282,minor,AA
692318,CSE,4,CSE215,core,BC
608952,EP,3,ME764,hasmed_elective,BB
998293,ME,3,EP416,hasmed_elective,AP
199713,EE,8,CE963,minor,AP
143142,CSE,6,EE963,hasmed_elective,CC
500658,CE,8,ME618,alc,BB
381227,CE,8,CE841,core,AP
721490,EP,3,EE177,minor,AA
180828,CSE,8,IE490,alc,CC
381227,CE,3,CSE864,minor,AP
680096,CH,6,EE121,alc,CC
973158,EE,4,EE261,honours,AB
907454,CSE,4,CSE168,honours,AB
143856,CE,8,CE423,honours,BC
329535,EC,8,CE132,minor,AA
358405,MA,6,EP783,flexible_elective,BB
836431,EE,4,ME508,hasmed_elective,AB
344265,CSE,4,ME387,minor,AA
581065,EP,8,CE913,hasmed_elective,BC
138296,MM,4,EE644,alc,AA
871746,IE,6,CH430,alc,AB
608952,EP,3,MM755,flexible_elective,AA
344265,CSE,8,ME315,hasmed_elective,AP
773982,EE,6,EE323,core,CC
986057,ME,3,ME279,core,BC
721490,EP,6,IE356,flexible_elective,BC
521087,CSE,8,CSE544,core,CC
364146,MA,8,CE202,alc,AB
465496,MA,6,ME495,minor,BC
608952,EP,6,EP260,honours,BB
282482,MM,6,MM204,core,AP
488661,EE,6,ME959,hasmed_elective,AB
971123,MA,4,IE882,minor,AP
582912,CH,6,MA814,alc,BB
836431,EE,4,EE836,honours,AP
294697,MM,4,CH461,department_elective,BC
871746,IE,3,ME451,flexible_elective,AB
362471,EE,8,IE640,hasmed_elective,AB
781075,CE,3,MA513,minor,BB
955757,MM,8,MA244,minor,AP
145372,EP,8,MA751,department_elective,CC
482623,IE,6,ME595,department_elective,AA
834515,MA,8,MA474,honours,CC
461584,EE,6,CE444,hasmed_elective,BB
534763,MA,6,CE704,department_elective,AP
986057,ME,8,ME876,core,AB
608522,EC,8,EP882,flexible_elective,AP
301135,IE,3,CH732,alc,AP
881983,MA,3,MA788,honours,CC
144528,ME,8,ME473,honours,AP
143856,CE,3,MM955,alc,BB
981238,MM,8,MM236,core,AP
845623,EE,3,CSE249,alc,AA
928288,CSE,4,MA209,minor,AA
845623,EE,3,EE707,honours,AP
364146,MA,8,CSE318,hasmed_elective,BC
781075,CE,8,IE280,alc,BC
955757,MM,4,EC487,alc,BB
207443,ME,6,ME356,core,AA
588946,MA,6,EP299,flexible_elective,AP
998293,ME,4,EP144,department_elective,AP
870642,MM,3,IE377,flexible_elective,AA
207443,ME,4,EP389,hasmed_elective,CC
692318,CSE,8,EC972,hasmed_elective,BB
294697,MM,4,EE705,flexible_elective,AB
841365,MA,3,MA481,core,AP
461971,CE,3,CE689,alc,BC
716985,MM,3,CH894,hasmed_elective,AA
841365,MA,6,EP316,minor,BB
458200,EC,3,EC462,core,BB
703403,EC,6,EC714,honours,AB
199713,EE,4,CSE899,flexible_elective,AB
750259,MM,3,MA385,minor,BC
572815,CSE,4,CSE582,honours,AB
836431,EE,4,MA997,flexible_elective,CC
517837,CH,8,CH756,honours,AA
571782,ME,4,CH909,minor,AB
364146,MA,4,CSE632,department_elective,AB
379479,MA,8,EP506,department_elective,CC
478606,CE,6,EP410,hasmed_elective,AA
270007,IE,3,IE116,honours,AA
788020,CE,6,CE847,core,BC
680096,CH,3,CH692,honours,BB
588946,MA,4,MA366,hasmed_elective,AB
588946,MA,3,EE108,department_elective,AA
265922,EP,6,EP322,honours,AA
388969,CSE,6,MA212,flexible_elective,AP
781075,CE,8,CE737,core,BC
608522,EC,3,CE889,flexible_elective,AA
143856,CE,3,MM315,department_elective,AB
180828,CSE,8,IE655,alc,AA
364146,MA,4,EC149,minor,AA
703403,EC,8,EC802,core,BB
485484,MM,8,CE235,department_elective,AP
500658,CE,6,EE101,alc,BB
517837,CH,8,EE215,hasmed_elective,BC
391848,ME,6,EE885,alc,AA
265922,EP,6,CSE290,minor,CC
391848,ME,3,EP620,minor,AP
750259,MM,4,MA426,flexible_elective,AP
998293,ME,6,EC688,department_elective,AP
329535,EC,3,EC840,core,CC
581065,EP,6,EC260,alc,AA
775967,EC,4,CH149,minor,CC
208100,EE,8,CSE457,alc,AP
144528,ME,6,ME503,honours,BC
465496,MA,8,IE671,minor,BB
773982,EE,8,EE878,core,AP
681499,CH,4,EP971,minor,BC
362471,EE,4,MA101,flexible_elective,BB
534763,MA,3,CH954,minor,AB
881983,MA,4,EP334,flexible_elective,CC
630568,EP,6,EP533,hasmed_elective,BC
613401,CE,3,CE325,honours,BB
847809,IE,3,IE128,department_elective,BB
881983,MA,6,MA622,department_elective,AP
597353,CSE,4,CSE869,honours,BC
485484,MM,6,MM145,honours,CC
960395,EE,6,CSE400,flexible_elective,AA
788020,CE,8,CSE455,hasmed_elective,BB
143142,CSE,3,ME507,flexible_elective,BC
788020,CE,3,CE504,core,CC
572815,CSE,4,CE658,minor,BB
364146,MA,8,ME917,hasmed_elective,AA
478606,CE,3,CE428,core,BC
628849,MA,8,MM388,minor,AA
124663,EE,3,EE668,honours,AP
841365,MA,3,EC690,flexible_elective,AB
816041,MA,8,CH285,minor,AP
630568,EP,4,ME491,minor,AB
782129,MA,4,EC513,hasmed_elective,CC
928288,CSE,4,CSE386,core,AA
613401,CE,3,MM576,flexible_elective,AB
465496,MA,4,MA617,core,AP
391848,ME,3,EE871,department_elective,BC
870642,MM,4,CE297,minor,BB
613401,CE,3,EC944,flexible_elective,BB
881983,MA,4,CSE460,alc,BC
834515,MA,6,MA167,core,AB
692318,CSE,8,MM438,department_elective,AP
608952,EP,6,EP722,core,BB
364146,MA,4,CH146,flexible_elective,BB
845623,EE,6,MA212,department_elective,BC
143856,CE,8,CE291,core,AB
750259,MM,3,MA270,alc,BB
788020,CE,4,CE877,honours,AB
358405,MA,4,CH556,minor,BC
488661,EE,6,EE933,honours,BB
816041,MA,6,MA932,honours,AB
521087,CSE,3,CSE700,core,BC
630568,EP,8,MM330,department_elective,CC
870642,MM,3,MA165,alc,BB
998293,ME,3,CSE889,department_elective,AB
265922,EP,4,EE199,minor,AA
461584,EE,4,EE544,core,AP
388969,CSE,6,EP435,flexible_elective,BC
270007,IE,6,MA781,flexible_elective,CC
207443,ME,4,CSE810,hasmed_elective,BB
461584,EE,6,EP546,department_elective,CC
381227,CE,8,MA373,alc,CC
845623,EE,4,CH220,department_elective,AP
207443,ME,8,EE564,department_elective,BC
581065,EP,4,CH440,flexible_elective,CC
517837,CH,3,CSE403,department_elective,BC
265922,EP,3,EP987,core,AB
692318,CSE,6,CSE949,flexible_elective,AA
993835,CE,4,CE993,honours,BB
362471,EE,4,CSE188,minor,CC
327122,MM,3,MM373,honours,BC
150503,CH,3,CE704,flexible_elective,CC
692318,CSE,8,CH374,alc,BB
534763,MA,8,CSE483,department_elective,BC
718510,EP,3,EP515,honours,BB
787967,EC,8,IE305,department_elective,AB
888886,CE,6,EC275,flexible_elective,BC
500658,CE,4,ME113,department_elective,AP
207443,ME,4,CE571,alc,CC
871746,IE,4,IE717,honours,BC
781075,CE,6,CE613,honours,BB
521087,CSE,6,CE260,minor,AP
733782,CH,3,ME594,hasmed_elective,CC
517837,CH,6,CH845,core,BB
836881,MM,4,MM895,honours,BB
986057,ME,6,IE727,department_elective,AP
928288,CSE,8,CSE563,honours,AA
294697,MM,8,CE327,hasmed_elective,BC
971123,MA,8,IE174,hasmed_elective,CC
787967,EC,4,CH769,minor,AP
358405,MA,6,MA970,hasmed_elective,AP
834515,MA,6,MA705,department_elective,CC
283796,ME,8,ME656,core,AA
847809,IE,4,EE495,minor,BC
381227,CE,4,CSE157,department_elective,CC
294697,MM,6,CE365,hasmed_elective,AP
881983,MA,3,CH777,minor,AA
581065,EP,8,EP261,honours,BC
143142,CSE,8,EE836,department_elective,CC
928288,CSE,6,CH892,department_elective,AB
465496,MA,6,EC563,department_elective,BC
478606,CE,6,CE739,honours,AA
362471,EE,4,EE724,honours,AB
836881,MM,8,EE814,alc,AP
834515,MA,6,CH270,flexible_elective,AB
364146,MA,3,MA681,honours,BC
993835,CE,4,EC333,alc,AA
381526,CE,4,MM385,alc,CC
138296,MM,3,MA271,department_elective,AB
144528,ME,4,EC866,flexible_elective,CC
960395,EE,4,EE260,honours,AP
836881,MM,4,MM495,honours,AP
214270,CH,6,IE761,minor,AP
888886,CE,4,MM809,minor,AP
310604,EE,8,CE923,department_elective,AA
124663,EE,4,EE253,core,BC
810863,CE,3,CSE974,department_elective,BB
143142,CSE,8,CSE463,core,CC
847809,IE,8,EC912,hasmed_elective,BB
571782,ME,3,ME296,core,AA
582912,CH,8,CH796,honours,BC
282482,MM,8,MM852,core,CC
841365,MA,6,MM416,minor,AB
381227,CE,6,EE588,department_elective,AA
781075,CE,6,MA570,flexible_elective,AB
572815,CSE,8,MA390,department_elective,AA
608952,EP,8,EP450,honours,AA
582912,CH,3,CH891,honours,BC
703403,EC,4,EE176,minor,BB
124663,EE,6,CE590,minor,AB
608952,EP,8,EP726,core,BB
571782,ME,3,MM436,alc,AA
750259,MM,6,EP284,flexible_elective,CC
847809,IE,8,CE397,hasmed_elective,AB
310604,EE,4,CH274,hasmed_elective,AA
870642,MM,4,MA257,flexible_elective,CC
788020,CE,6,IE457,minor,BB
159438,EE,3,EP719,alc,BC
458200,EC,3,EC768,core,AB
194063,EP,4,EP952,flexible_elective,AP
124663,EE,4,ME231,minor,AP
310604,EE,6,MM584,alc,AB
465496,MA,3,MA860,honours,AP
310604,EE,6,EE446,honours,AB
208100,EE,4,EC285,flexible_elective,AA
207443,ME,6,ME692,honours,CC
572815,CSE,6,CSE869,core,AB
500658,CE,6,CE861,honours,AP
521087,CSE,3,CSE743,core,CC
782129,MA,8,MM575,minor,AB
458200,EC,4,EP946,hasmed_elective,AA
775967,EC,3,CE120,department_elective,AB
588946,MA,6,MA400,honours,AA
851029,CSE,8,CSE657,hasmed_elective,BB
608952,EP,6,EP113,honours,AB
986057,ME,6,IE274,department_elective,BC
521087,CSE,8,EE101,alc,BB
214270,CH,3,CE219,department_elective,BC
955757,MM,8,MM610,core,BC
203200,CH,3,CE178,department_elective,AP
194063,EP,3,CSE692,alc,BC
381526,CE,3,CE156,core,CC
461584,EE,3,EE555,core,AA
716985,MM,4,ME512,flexible_elective,AB
681499,CH,8,CH398,honours,AP
626000,EC,8,EC357,honours,AB
572815,CSE,6,MM244,flexible_elective,BB
203200,CH,8,CE487,flexible_elective,AA
199713,EE,3,EE865,department_elective,CC
159438,EE,3,EE523,hasmed_elective,AA
973158,EE,8,EE857,alc,AP
703403,EC,8,EE790,hasmed_elective,BB
270007,IE,8,EP803,hasmed_elective,AP
534763,MA,3,MA389,honours,BB
327122,MM,4,CE445,alc,BC
960395,EE,8,MA956,alc,AB
461584,EE,4,EE702,department_elective,BB
626000,EC,4,CE773,flexible_elective,CC
960395,EE,4,CE210,minor,AA
613401,CE,4,CE533,honours,AP
534763,MA,3,MM271,hasmed_elective,AP
488661,EE,6,MA807,hasmed_elective,AB
478606,CE,8,CE270,core,AP
716985,MM,3,CSE696,minor,AA
588946,MA,4,MA626,core,AP
482623,IE,8,EC132,flexible_elective,BC
628849,MA,8,EP354,minor,BB
810863,CE,6,CSE792,minor,AA
986057,ME,3,CE911,department_elective,BC
628849,MA,3,EC899,alc,AB
788020,CE,3,CE721,hasmed_elective,AA
143142,CSE,8,CSE904,core,CC
973158,EE,4,EE272,flexible_elective,BB
391848,ME,6,CH861,department_elective,AA
461584,EE,6,EE338,department_elective,AA
364146,MA,8,EP354,flexible_elective,AP
836881,MM,4,MM797,honours,AA
836431,EE,6,MA207,hasmed_elective,AA
517837,CH,8,CH496,honours,BB
998293,ME,3,EP970,hasmed_elective,BB
995208,ME,6,CSE424,minor,AB
981238,MM,4,MM426,core,BC
681499,CH,3,MA683,minor,CC
970791,MA,8,MA998,honours,AB
482623,IE,3,EE155,flexible_elective,AA
180828,CSE,3,EC359,department_elective,BB
571782,ME,4,EE760,department_elective,AB
485484,MM,3,EP787,department_elective,AB
461971,CE,6,EC973,minor,CC
485484,MM,4,MM823,honours,AA
362471,EE,4,CSE517,flexible_elective,BB
572815,CSE,4,CSE347,core,AP
845623,EE,4,CSE191,alc,CC
692318,CSE,3,IE177,minor,AP
485484,MM,8,ME606,hasmed_elective,BB
681499,CH,4,EP585,alc,BB
485484,MM,3,IE682,department_elective,BC
955757,MM,8,MM844,hasmed_elective,AP
364146,MA,8,CH908,alc,BB
203200,CH,3,EP533,alc,AA
582912,CH,4,CE623,flexible_elective,AA
986057,ME,4,EC409,department_elective,CC
465496,MA,4,EC862,flexible_elective,AB
995208,ME,6,EC378,alc,CC
608952,EP,4,MM827,hasmed_elective,AP
517837,CH,6,EE209,alc,BC
781075,CE,3,ME782,flexible_elective,BC
144528,ME,6,CE289,hasmed_elective,BB
358405,MA,6,MM279,minor,AP
608952,EP,3,MA361,department_elective,AB
718510,EP,6,MM331,minor,CC
608952,EP,3,MA996,hasmed_elective,BC
461584,EE,4,ME119,hasmed_elective,CC
194063,EP,8,EP844,department_elective,BB
626000,EC,4,EC909,core,AP
613401,CE,3,CE269,honours,CC
391848,ME,3,ME984,honours,AB
597353,CSE,4,CSE279,honours,CC
721490,EP,3,EE966,flexible_elective,AB
834515,MA,4,MA706,core,AB
265922,EP,6,EC596,flexible_elective,AB
294697,MM,4,MM481,core,BB
521087,CSE,8,MA310,alc,BC
265922,EP,3,MA250,hasmed_elective,CC
628849,MA,6,MM260,flexible_elective,AB
488661,EE,3,CH416,flexible_elective,BC
781075,CE,8,CE768,core,BC
608952,EP,4,MA578,department_elective,AP
775967,EC,3,CE291,minor,AB
680096,CH,6,CSE397,hasmed_elective,CC
572815,CSE,3,CE723,department_elective,AA
461971,CE,8,IE371,hasmed_elective,AB
214270,CH,6,CH505,honours,CC
478606,CE,6,MA493,minor,BC
973158,EE,3,ME253,alc,BB
626000,EC,4,EC625,core,BB
716985,MM,6,MM963,core,BB
955757,MM,6,ME961,department_elective,BB
482623,IE,3,ME327,minor,AP
907454,CSE,4,EP681,department_elective,BB
159438,EE,3,EE740,core,CC
816041,MA,3,MA444,alc,AA
973158,EE,8,EP962,department_elective,BC
597353,CSE,8,CE289,hasmed_elective,AA
781075,CE,6,CE605,core,AA
265922,EP,8,ME480,alc,AP
816041,MA,4,MM284,alc,AB
465496,MA,6,ME221,department_elective,BC
145372,EP,3,EC404,minor,BB
971123,MA,3,EC473,alc,AP
180828,CSE,6,IE681,alc,BB
138296,MM,4,CSE123,department_elective,AA
871746,IE,3,MM218,hasmed_elective,BC
199713,EE,8,EE708,hasmed_elective,AP
199713,EE,4,IE507,hasmed_elective,BB
998293,ME,6,EP142,hasmed_elective,BC
458200,EC,6,EP542,department_elective,AA
588946,MA,6,EE683,department_elective,AA
628849,MA,3,MA720,honours,BC
995208,ME,6,ME941,core,CC
960395,EE,3,MA951,hasmed_elective,AP
973158,EE,3,CH561,minor,AP
521087,CSE,8,CE320,alc,BB
571782,ME,6,EE194,minor,AB
971123,MA,4,CSE524,department_elective,BB
721490,EP,6,MA178,alc,AA
881983,MA,8,CSE388,hasmed_elective,BC
871746,IE,4,CH504,hasmed_elective,BC
310604,EE,8,EE549,honours,AB
358405,MA,6,MA393,honours,BB
870642,MM,6,EE665,hasmed_elective,AA
718510,EP,8,CH261,hasmed_elective,AA
588946,MA,6,CH674,alc,AA
582912,CH,6,CE514,minor,CC
143856,CE,6,CE652,core,BC
692318,CSE,8,CH322,flexible_elective,CC
981238,MM,6,ME231,alc,BC
214270,CH,4,MA169,flexible_elective,CC
388969,CSE,3,EP926,alc,AP
124663,EE,8,EE547,core,CC
613401,CE,4,EC918,minor,AB
907454,CSE,4,CSE733,honours,AP
588946,MA,3,MA441,core,AP
782129,MA,6,IE724,minor,BB
588946,MA,4,ME871,minor,CC
199713,EE,4,CSE131,flexible_elective,BB
282482,MM,4,CE979,flexible_elective,CC
681499,CH,4,CH548,core,AA
721490,EP,8,MM828,hasmed_elective,AB
521087,CSE,3,IE992,flexible_elective,AP
180828,CSE,6,EC570,flexible_elective,BC
716985,MM,8,EP225,department_elective,BC
379479,MA,6,MA560,honours,BB
344265,CSE,4,CSE313,core,CC
